elevation,mindate,maxdate,latitude,name,datacoverage,id,elevationUnit,longitude
1.8,1939-02-01,2024-01-09,27.96331,"TAMPA INTERNATIONAL AIRPORT, FL US",1,GHCND:USW00012842,METERS,-82.54
